Process_ID,User_Name,Priority,Nice_Value,Virtual_Memory_Size,Resident_Memory_Size,Shared_Memory_Size,Process_Status,CPU_Usage,Memory_Usage,CPU_Time,Command_Name
102349,isme,20,0,37420,24644,8756,R,100.0,0.3,0:00.15,poetry
102349,isme,20,0,52068,36672,9972,R,93.3,0.5,0:00.29,poetry
102349,isme,20,0,37164,24636,9308,R,86.7,0.3,0:00.43,python
102349,isme,20,0,1595588,36076,10368,S,46.7,0.5,0:00.51,python
102349,isme,20,0,1595588,36568,10688,S,0.0,0.5,0:00.51,python
102349,isme,20,0,1595588,36676,10688,S,25.0,0.5,0:00.55,python
102349,isme,20,0,1595588,51648,10688,S,193.3,0.7,0:00.85,python
102349,isme,20,0,1595588,51648,10688,S,33.3,0.7,0:00.90,python
102349,isme,20,0,1595844,51748,10688,S,26.7,0.7,0:00.95,python
102349,isme,20,0,1595844,52424,10784,S,146.7,0.7,0:01.18,python
102349,isme,20,0,1595844,52424,10784,S,100.0,0.7,0:01.34,python
102349,isme,20,0,1595844,52708,10832,S,53.3,0.7,0:01.42,python
102349,isme,20,0,1596868,53440,10832,S,126.7,0.7,0:01.62,python
102349,isme,20,0,1599428,56760,10832,S,106.7,0.7,0:01.78,python
102349,isme,20,0,1600452,57288,10832,S,60.0,0.7,0:01.87,python
102349,isme,20,0,1601220,58848,10832,S,113.3,0.7,0:02.05,python
102349,isme,20,0,1603524,60928,10832,S,106.7,0.8,0:02.22,python
102349,isme,20,0,1604548,61980,10832,S,86.7,0.8,0:02.35,python
102349,isme,20,0,1475852,66740,11340,R,100.0,0.8,0:02.51,python
102349,isme,20,0,1479320,70092,11340,R,40.0,0.9,0:02.58,python
102349,isme,20,0,1479320,70356,11340,S,0.0,0.9,0:02.58,python
102349,isme,20,0,1484124,73624,11340,R,13.3,0.9,0:02.60,python
102349,isme,20,0,1482232,73204,11340,R,33.3,0.9,0:02.66,python
102349,isme,20,0,1482496,73464,11340,S,6.7,0.9,0:02.69,python
102349,isme,20,0,1482656,73464,11340,R,0.0,0.9,0:02.69,python
102349,isme,20,0,1486432,77412,11340,R,33.3,1.0,0:02.75,python
102349,isme,20,0,1486696,77672,11340,S,0.0,1.0,0:02.76,python
102349,isme,20,0,1489120,79968,11340,R,6.7,1.0,0:02.77,python
102349,isme,20,0,1490904,81956,11340,S,33.3,1.0,0:02.83,python
102349,isme,20,0,1490904,81956,11340,S,0.0,1.0,0:02.83,python
102349,isme,20,0,1493584,84432,11340,R,20.0,1.1,0:02.86,python
102349,isme,20,0,1495372,86408,11340,S,26.7,1.1,0:02.91,python
102349,isme,20,0,1495516,86408,11340,S,6.7,1.1,0:02.92,python
102349,isme,20,0,1495516,86408,11340,S,0.0,1.1,0:02.92,python
102349,isme,20,0,1499340,90312,11340,S,40.0,1.1,0:02.98,python
102349,isme,20,0,1499604,90572,11340,S,6.7,1.1,0:03.00,python
102349,isme,20,0,1499776,90836,11340,R,0.0,1.1,0:03.00,python
102349,isme,20,0,1503808,94784,11340,R,37.5,1.2,0:03.07,python
102349,isme,20,0,1504072,95048,11340,S,6.7,1.2,0:03.09,python
102349,isme,20,0,1505216,96104,11340,R,6.7,1.2,0:03.10,python
102349,isme,20,0,1508284,99280,11340,S,40.0,1.3,0:03.17,python
102349,isme,20,0,1508284,99280,11340,S,0.0,1.3,0:03.17,python
102349,isme,20,0,1510196,101128,11340,R,20.0,1.3,0:03.20,python
102349,isme,20,0,1512492,103568,11340,S,33.3,1.3,0:03.25,python
102349,isme,20,0,1512492,103568,11340,S,0.0,1.3,0:03.25,python
102349,isme,20,0,1515172,106060,11340,R,26.7,1.3,0:03.29,python
102349,isme,20,0,1516960,107936,11340,S,26.7,1.4,0:03.33,python
102349,isme,20,0,1517100,107936,11340,S,0.0,1.4,0:03.33,python
102349,isme,20,0,1519404,110276,11340,R,33.3,1.4,0:03.38,python
102349,isme,20,0,1520672,111764,11340,R,100.0,1.4,0:03.53,python
102349,isme,20,0,1520936,112028,11340,S,6.7,1.4,0:03.54,python
102349,isme,20,0,1520936,112028,11340,S,6.7,1.4,0:03.55,python
102349,isme,20,0,1525124,116096,11340,S,40.0,1.5,0:03.61,python
102349,isme,20,0,1525388,116096,11340,S,13.3,1.5,0:03.63,python
102349,isme,20,0,1525388,116096,11340,S,0.0,1.5,0:03.63,python
102349,isme,20,0,1529336,120340,11340,S,33.3,1.5,0:03.68,python
102349,isme,20,0,1529600,120604,11340,S,20.0,1.5,0:03.71,python
102349,isme,20,0,1529600,120604,11340,S,0.0,1.5,0:03.71,python
102349,isme,20,0,1533544,124672,11340,S,37.5,1.6,0:03.77,python
102349,isme,20,0,1533808,124936,11340,S,13.3,1.6,0:03.79,python
102349,isme,20,0,1533808,124936,11340,S,0.0,1.6,0:03.79,python
102349,isme,20,0,1538080,129036,11340,S,40.0,1.6,0:03.85,python
102349,isme,20,0,1538348,129036,11340,S,13.3,1.6,0:03.87,python
102349,isme,20,0,1538348,129036,11340,S,6.7,1.6,0:03.88,python
102349,isme,20,0,1542304,133332,11340,S,46.7,1.7,0:03.95,python
102349,isme,20,0,1542576,133332,11340,S,13.3,1.7,0:03.97,python
102349,isme,20,0,1542576,133332,11340,S,6.7,1.7,0:03.98,python
102349,isme,20,0,1546540,137644,11340,S,13.3,1.7,0:04.00,python
102349,isme,20,0,1546672,137644,11340,S,13.3,1.7,0:04.02,python
102349,isme,20,0,1546812,137644,11340,S,6.7,1.7,0:04.03,python
102349,isme,20,0,1551052,142144,11340,S,40.0,1.8,0:04.09,python
102349,isme,20,0,1551184,142144,11340,S,20.0,1.8,0:04.12,python
102349,isme,20,0,1551184,142144,11340,S,0.0,1.8,0:04.12,python
102349,isme,20,0,1555536,146512,11340,S,40.0,1.9,0:04.18,python
102349,isme,20,0,1555668,146512,11340,S,13.3,1.9,0:04.20,python
102349,isme,20,0,1555668,146512,11340,S,6.7,1.9,0:04.21,python
102349,isme,20,0,1557812,148656,11340,R,40.0,1.9,0:04.27,python
102349,isme,20,0,1559476,150524,11340,S,66.7,1.9,0:04.38,python
102349,isme,20,0,1559608,150524,11340,R,13.3,1.9,0:04.40,python
102349,isme,20,0,1559608,150524,11340,S,0.0,1.9,0:04.41,python
102349,isme,20,0,1563708,154856,11340,S,33.3,2.0,0:04.46,python
102349,isme,20,0,1563840,154856,11340,S,13.3,2.0,0:04.48,python
102349,isme,20,0,1563840,154856,11340,S,0.0,2.0,0:04.48,python
102349,isme,20,0,1568216,159188,11340,S,26.7,2.0,0:04.52,python
102349,isme,20,0,1568348,159448,11340,S,20.0,2.0,0:04.55,python
102349,isme,20,0,1568348,159448,11340,S,0.0,2.0,0:04.55,python
102349,isme,20,0,1572700,163640,11340,S,33.3,2.1,0:04.60,python
102349,isme,20,0,1572844,163640,11340,S,20.0,2.1,0:04.63,python
102349,isme,20,0,1572844,163640,11340,S,0.0,2.1,0:04.63,python
102349,isme,20,0,1576928,167948,11340,S,40.0,2.1,0:04.69,python
102349,isme,20,0,1577072,167948,11340,S,13.3,2.1,0:04.71,python
102349,isme,20,0,1577072,167948,11340,S,0.0,2.1,0:04.71,python
102349,isme,20,0,1581160,172132,11340,S,40.0,2.2,0:04.77,python
102349,isme,20,0,1581304,172132,11340,S,6.7,2.2,0:04.78,python
102349,isme,20,0,1581832,172656,11340,R,6.7,2.2,0:04.79,python
102349,isme,20,0,1585640,176616,11340,R,40.0,2.2,0:04.86,python
102349,isme,20,0,1585788,176616,11340,S,0.0,2.2,0:04.87,python
102349,isme,20,0,1587344,178200,11340,R,13.3,2.3,0:04.89,python
102349,isme,20,0,1590048,180948,11340,S,40.0,2.3,0:04.95,python
102349,isme,20,0,1590048,180948,11340,S,0.0,2.3,0:04.95,python
102349,isme,20,0,1590048,180948,11340,S,0.0,2.3,0:04.95,python
102349,isme,20,0,1594132,185104,11340,S,40.0,2.3,0:05.01,python
102349,isme,20,0,1594264,185360,11340,S,13.3,2.3,0:05.03,python
102349,isme,20,0,1594264,185360,11340,S,6.2,2.3,0:05.04,python
102349,isme,20,0,1596104,186976,11340,R,60.0,2.4,0:05.13,python
102349,isme,20,0,1598332,189344,11340,S,60.0,2.4,0:05.22,python
102349,isme,20,0,1598476,189344,11340,S,13.3,2.4,0:05.24,python
102349,isme,20,0,1598476,189344,11340,S,0.0,2.4,0:05.24,python
102349,isme,20,0,1602560,193652,11340,S,46.7,2.5,0:05.31,python
102349,isme,20,0,1602700,193652,11340,S,13.3,2.5,0:05.33,python
102349,isme,20,0,1602700,193652,11340,S,0.0,2.5,0:05.33,python
102349,isme,20,0,1607060,198140,11340,S,40.0,2.5,0:05.39,python
102349,isme,20,0,1607204,198140,11340,S,20.0,2.5,0:05.42,python
102349,isme,20,0,1607204,198140,11340,S,6.7,2.5,0:05.43,python
102349,isme,20,0,1611544,202448,11340,S,26.7,2.6,0:05.47,python
102349,isme,20,0,1611676,202448,11340,S,13.3,2.6,0:05.49,python
102349,isme,20,0,1611676,202448,11340,S,0.0,2.6,0:05.49,python
102349,isme,20,0,1615916,206760,11340,R,33.3,2.6,0:05.54,python
102349,isme,20,0,1615916,206760,11340,S,0.0,2.6,0:05.54,python
102349,isme,20,0,1616448,207288,11340,R,13.3,2.6,0:05.56,python
102349,isme,20,0,1620008,211076,11340,R,33.3,2.7,0:05.62,python
102349,isme,20,0,1620148,211076,11340,S,0.0,2.7,0:05.63,python
102349,isme,20,0,1620148,211076,11340,R,6.7,2.7,0:05.64,python
102349,isme,20,0,1624508,215560,11340,R,40.0,2.7,0:05.71,python
102349,isme,20,0,1624652,215560,11340,S,6.2,2.7,0:05.73,python
102349,isme,20,0,1625440,216352,11340,R,6.2,2.7,0:05.74,python
102349,isme,20,0,1628744,219884,11340,R,40.0,2.8,0:05.81,python
102349,isme,20,0,1628888,219884,11340,S,6.7,2.8,0:05.82,python
102349,isme,20,0,1630444,221292,11340,R,13.3,2.8,0:05.84,python
102349,isme,20,0,1633224,224180,11340,R,40.0,2.8,0:05.90,python
102349,isme,20,0,1633364,224180,11340,S,0.0,2.8,0:05.91,python
102349,isme,20,0,1633364,224180,11340,S,0.0,2.8,0:05.91,python
102349,isme,20,0,1637200,228240,11340,R,33.3,2.9,0:05.96,python
102349,isme,20,0,1637592,228500,11340,S,20.0,2.9,0:05.99,python
102349,isme,20,0,1637592,228500,11340,R,0.0,2.9,0:05.99,python
102349,isme,20,0,1638380,229028,11340,R,33.3,2.9,0:06.04,python
102349,isme,20,0,1639660,230612,11340,R,100.0,2.9,0:06.20,python
102349,isme,20,0,1641384,232448,11340,R,40.0,2.9,0:06.26,python
102349,isme,20,0,1641516,232448,11340,S,0.0,2.9,0:06.27,python
102349,isme,20,0,1644096,234968,11340,R,13.3,3.0,0:06.29,python
102349,isme,20,0,1645872,236784,11340,R,40.0,3.0,0:06.36,python
102349,isme,20,0,1646008,236784,11340,S,0.0,3.0,0:06.36,python
102349,isme,20,0,1646792,237576,11340,R,6.7,3.0,0:06.37,python
102349,isme,20,0,1650096,241096,11340,R,40.0,3.1,0:06.45,python
102349,isme,20,0,1650236,241096,11340,S,0.0,3.1,0:06.46,python
102349,isme,20,0,1652572,243416,11340,R,6.7,3.1,0:06.47,python
102349,isme,20,0,1654464,245416,11340,S,33.3,3.1,0:06.52,python
102349,isme,20,0,1654464,245416,11340,S,0.0,3.1,0:06.52,python
102349,isme,20,0,1657044,247932,11340,R,26.7,3.1,0:06.56,python
102349,isme,20,0,1658952,249724,11340,S,26.7,3.2,0:06.60,python
102349,isme,20,0,1658952,249724,11340,S,6.7,3.2,0:06.61,python
102349,isme,20,0,1661524,252372,11340,R,20.0,3.2,0:06.64,python
102349,isme,20,0,1663184,254068,11340,S,18.8,3.2,0:06.69,python
102349,isme,20,0,1663184,254068,11340,S,6.7,3.2,0:06.70,python
102349,isme,20,0,1665760,256604,11340,R,26.7,3.2,0:06.74,python
102349,isme,20,0,1667416,258252,11340,S,26.7,3.3,0:06.78,python
102349,isme,20,0,1667416,258252,11340,S,0.0,3.3,0:06.78,python
102349,isme,20,0,1671764,262740,11340,S,26.7,3.3,0:06.83,python
102349,isme,20,0,1671764,262740,11340,S,0.0,3.3,0:06.83,python
102349,isme,20,0,1671764,262740,11340,S,0.0,3.3,0:06.83,python
102349,isme,20,0,1671896,262740,11340,S,6.7,3.3,0:06.84,python
102349,isme,20,0,1671896,262740,11340,S,0.0,3.3,0:06.84,python
102349,isme,20,0,1675988,267000,11340,S,46.7,3.4,0:06.91,python
102349,isme,20,0,1676120,267000,11340,S,20.0,3.4,0:06.94,python
102349,isme,20,0,1676120,267000,11340,S,0.0,3.4,0:06.94,python
102349,isme,20,0,1680492,271484,11340,S,37.5,3.4,0:07.00,python
102349,isme,20,0,1680624,271484,11340,S,6.7,3.4,0:07.01,python
102349,isme,20,0,1680624,271484,11340,R,0.0,3.4,0:07.01,python
102349,isme,20,0,1684716,275788,11340,R,31.2,3.5,0:07.07,python
102349,isme,20,0,1684848,275788,11340,S,6.2,3.5,0:07.10,python
102349,isme,20,0,1684848,275788,11340,R,0.0,3.5,0:07.10,python
102349,isme,20,0,1689200,280172,11340,R,26.7,3.5,0:07.15,python
102349,isme,20,0,1689332,280172,11340,S,6.7,3.5,0:07.17,python
102349,isme,20,0,1681136,280160,11340,R,6.7,3.5,0:07.18,python
102349,isme,20,0,1681136,280160,11340,R,100.0,3.5,0:07.33,python
102349,isme,20,0,1646320,245200,11340,R,100.0,3.1,0:07.49,python
